2025-12-14 10:11:15,24.53,57.32,1019.00,112.66,774,0.930,5600,54.0,82.0,91.0,YES,YES,DRUG_DELIVERY_IN_LPG_VOC-0.120ppm,258256.4,0,5.0,0.050,50
2025-12-14 10:11:25,24.53,57.32,1019.00,112.66,774,0.930,5600,54.0,82.0,91.0,YES,YES,DRUG_DELIVERY_IN_LPG_VOC-0.120ppm,258266.8,0,5.0,0.050,50
2025-12-14 10:11:35,24.53,57.32,2025-12-14 10:11:45,24.53,57.32,1019.00,112.66,774,0.930,5600,55.0,82.0,92.0,YES,YES,DRUG_DELIVERY_IN_LPG_VOC-0.120ppm,258286.7,0,5.0,0.050,50
2025-12-14 10:11:54,24.53,57.32,1019.00,112.66,774,0.930,5600,53.0,81.0,89.0,YES,YES,DRUG_DELIVERY_IN_LPG_VOC-0.120ppm,258296.1,0,5.0,0.050,50
2025-12-14 10:12:05,24.53,57.32,1019.00,112.66,774,0.930,5600,53.0,79.0,89.0,YES,YES,DRUG_DELIVERY_IN_LPG_VOC-0.120ppm,258306.6,0,5.0,0.050,50
2025-12-14 10:12:15,24.53,57.32,1019.00,112.66,774,0.930,5600,54.0,81.0,89.0,YES,YES,DRUG_DELIVERY_IN_LPG_VOC-0.120ppm,258317.0,0,5.0,0.050,50
2025-12-14 10:12:25,24.53,57.32,1019.00,112.66,774,0.930,5600,53.0,79.0,87.0,YES,YES,DRUG_DELIVERY_IN_LPG_VOC-0.120ppm,258326.4,0,5.0,0.050,50
2025-12-14 10:12:35,24.53,57.32,1019.00,112.66,774,0.930,5600,53.0,80.0,87.0,YES,YES,DRUG_DELIVERY_IN_LPG_VOC-0.120ppm,258336.9,0,5.0,0.050,50
2025-12-14 10:12:45,24.53,57.32,1019.00,112.66,774,0.930,5600,52.0,79.0,87.0,YES,YES,DRUG_DELIVERY_IN_LPG_VOC-0.120ppm,258346.3,0,5.0,0.050,50
2025-12-14 10:12:55,24.53,57.32,1019.00,112.66,774,0.930,5600,52.0,81.0,90.0,YES,YES,DRUG_DELIVERY_IN_LPG_VOC-0.120ppm,258356.7,0,5.0,0.050,50
2025-12-14 10:13:04,24.53,57.32,1019.00,112.66,774,0.930,5600,53.0,81.0,90.0,YES,YES,DRUG_DELIVERY_IN_LPG_VOC-0.120ppm,258366.1,0,5.0,0.050,50
2025-12-14 10:13:15,24.53,57.32,1019.00,112.66,774,0.930,5600,54.0,81.0,88.0,YES,YES,DRUG_DELIVERY_IN_LPG_VOC-0.120ppm,258376.6,0,5.0,0.050,50
2025-12-14 10:13:25,24.53,57.32,1019.00,112.66,774,0.930,5600,54.0,80.0,85.0,YES,YES,DRUG_DELIVERY_IN_LPG_VOC-0.120ppm,258387.0,0,5.0,0.050,50
2025-12-14 10:13:35,24.53,57.32,1019.00,112.66,774,0.930,5600,51.0,78.0,84.0,YES,YES,DRUG_DELIVERY_IN_LPG_VOC-0.120ppm,258396.4,0,5.0,0.050,50
2025-12-14 10:13:45,24.53,57.32,1019.00,112.66,774,0.930,5600,53.0,81.0,89.0,YES,YES,DRUG_DELIVERY_IN_LPG_VOC-0.120ppm,258406.8,0,5.0,0.050,50
2025-12-14 10:13:55,24.53,57.32,1019.00,112.66,774,0.930,5600,53.0,81.0,89.0,YES,YES,DRUG_DELIVERY_IN_LPG_VOC-0.120ppm,258416.3,0,5.0,0.050,50
2025-12-14 10:14:05,24.65,56.58,1018.00,116.36,790,0.965,5600,54.0,82.0,90.0,YES,YES,DRUG_DELIVERY_IN_LPG_VOC-0.085ppm,258426.7,0,5.0,0.050,50
2025-12-14 10:14:16,24.65,56.58,1018.00,116.36,790,0.965,5600,53.0,82.0,89.0,YES,YES,DRUG_DELIVERY_IN_LPG_VOC-0.085ppm,258437.1,0,5.0,0.050,50
2025-12-14 10:14:25,24.65,56.58,1018.00,116.36,790,0.965,5600,53.0,82.0,90.0,YES,YES,DRUG_DELIVERY_IN_LPG_VOC-0.085ppm,258446.5,0,5.0,0.050,50
2025-12-14 10:14:35,24.65,56.58,1018.00,116.36,790,0.965,5600,53.0,83.0,91.0,YES,YES,DRUG_DELIVERY_IN_LPG_VOC-0.085ppm,258457.0,0,5.0,0.050,50
2025-12-14 10:14:45,24.65,56.58,1018.00,116.36,790,0.965,5600,54.0,84.0,91.0,YES,YES,DRUG_DELIVERY_IN_LPG_VOC-0.085ppm,258466.4,0,5.0,0.050,50
2025-12-14 10:14:55,24.65,56.58,1018.00,116.36,790,0.965,5600,54.0,81.0,88.0,YES,YES,DRUG_DELIVERY_IN_LPG_VOC-0.085ppm,258476.8,0,5.0,0.050,50
2025-12-14 10:15:06,24.65,56.58,1018.00,116.36,790,0.965,5600,56.0,84.0,90.0,YES,YES,DRUG_DELIVERY_IN_LPG_VOC-0.085ppm,258487.3,0,5.0,0.050,50
2025-12-14 10:15:15,24.65,56.58,1018.00,116.36,790,0.965,5600,56.0,84.0,91.0,YES,YES,DRUG_DELIVERY_IN_LPG_VOC-0.085ppm,258496.7,0,5.0,0.050,50
2025-12-14 10:15:25,24.65,56.58,1018.00,116.36,790,0.965,5600,56.0,85.0,92.0,YES,YES,DRUG_DELIVERY_IN_LPG_VOC-0.085ppm,258507.1,0,5.0,0.050,50
2025-12-14 10:15:35,24.65,56.58,1018.00,116.36,790,0.965,5600,56.0,85.0,91.0,YES,YES,DRUG_DELIVERY_IN_LPG_VOC-0.085ppm,258516.5,0,5.0,0.050,50
2025-12-14 10:15:45,24.65,56.58,1018.00,116.36,790,0.965,5600,54.0,82.0,87.0,YES,YES,DRUG_DELIVERY_IN_LPG_VOC-0.085ppm,258527.0,0,5.0,0.050,50
2025-12-14 10:15:56,24.65,56.58,1018.00,116.36,790,0.965,5600,54.0,81.0,88.0,YES,YES,DRUG_DELIVERY_IN_LPG_VOC-0.085ppm,258537.4,0,5.0,0.050,50
